Address Name	Booth Number	Settlement Name	Settlement Number
גרשון מאיר 26	750.2	ירושלים	3000
גרשון מאיר 26	750.3	ירושלים	3000
גרשון מאיר 26	750.4	ירושלים	3000
גרשון מאיר 26	750.5	ירושלים	3000
נדבה יוסף 47	751.1	ירושלים	3000
נדבה יוסף 47	751.2	ירושלים	3000
נדבה יוסף 47	751.3	ירושלים	3000
נדבה יוסף 47	751.4	ירושלים	3000
נדבה יוסף 47	751.5	ירושלים	3000
נדבה יוסף 47	751.6	ירושלים	3000
טוניק יצחק 21	752.1	ירושלים	3000
טוניק יצחק 21	752.2	ירושלים	3000
טוניק יצחק 21	752.3	ירושלים	3000
טוניק יצחק 21	752.4	ירושלים	3000
תמיר שמואל 74	756.0	ירושלים	3000
בלבן מאיר 6	761.0	ירושלים	3000
הרב זווין 4	762.1	ירושלים	3000
הרב זווין 4	762.2	ירושלים	3000
הרב זווין 4	762.3	ירושלים	3000
הרב זווין 4	762.4	ירושלים	3000
הרב זווין 4	762.5	ירושלים	3000
הרב זווין 4	762.6	ירושלים	3000
מזל דלי 21	765.0	ירושלים	3000
מזל דלי 21	766.0	ירושלים	3000
חיל האויר 60	770.1	ירושלים	3000
חיל האויר 60	770.2	ירושלים	3000
חיל האויר 60	770.3	ירושלים	3000
חיל האויר 60	770.4	ירושלים	3000
מעוז 1	776.1	ירושלים	3000
מעוז 1	776.2	ירושלים	3000
מעוז 1	776.3	ירושלים	3000
מעוז 1	776.4	ירושלים	3000
מעוז 1	776.5	ירושלים	3000
מעוז 1	776.6	ירושלים	3000
מעלות כיסופים 5	777.0	ירושלים	3000
שד גולדה מאיר 474	779.1	ירושלים	3000
שד גולדה מאיר 474	779.2	ירושלים	3000
מינץ 45	785.1	ירושלים	3000
מינץ 45	785.2	ירושלים	3000
מינץ 45	785.3	ירושלים	3000
מינץ 45	785.4	ירושלים	3000
רקנטי אברהם 345	787.1	ירושלים	3000
רקנטי אברהם 345	787.2	ירושלים	3000
רקנטי אברהם 345	787.3	ירושלים	3000
רקנטי אברהם 345	787.4	ירושלים	3000
אידלזון אברהם 30	788.1	ירושלים	3000
אידלזון אברהם 30	788.2	ירושלים	3000
אידלזון אברהם 30	788.3	ירושלים	3000
אידלזון אברהם 30	788.4	ירושלים	3000
אידלזון אברהם 30	788.5	ירושלים	3000
אידלזון אברהם 30	788.6	ירושלים	3000
הרב זווין 40	792.0	ירושלים	3000
מעלות כיסופים 5	795.0	ירושלים	3000
טוניק יצחק 21	797.1	ירושלים	3000
טוניק יצחק 21	797.2	ירושלים	3000
טוניק יצחק 21	797.3	ירושלים	3000
טוניק יצחק 21	797.4	ירושלים	3000
קהילות יעקב 15	801.1	ירושלים	3000
קהילות יעקב 15	801.2	ירושלים	3000
קהילות יעקב 15	801.3	ירושלים	3000
קהילות יעקב 15	801.4	ירושלים	3000
חזון איש 62	804.1	ירושלים	3000
חזון איש 62	804.2	ירושלים	3000
חזון איש 62	804.3	ירושלים	3000
חזון איש 62	804.4	ירושלים	3000
אגרות משה	807.1	ירושלים	3000
אגרות משה	807.2	ירושלים	3000
אגרות משה	807.3	ירושלים	3000
גרינולד 8	815.0	ירושלים	3000
זנגויל 29	816.1	ירושלים	3000
זנגויל 29	816.2	ירושלים	3000
זנגויל 29	816.3	ירושלים	3000
זנגויל 29	816.4	ירושלים	3000
זנגויל 29	816.5	ירושלים	3000
אליעזר הגדול 4	818.0	ירושלים	3000
גנרל קניג פייר 16	819.1	ירושלים	3000
גנרל קניג פייר 16	819.2	ירושלים	3000
גנרל קניג פייר 16	819.3	ירושלים	3000
מבוא נטף 4	825.1	ירושלים	3000
מבוא נטף 4	825.2	ירושלים	3000
מבוא נטף 4	825.3	ירושלים	3000
מבוא נטף 4	825.4	ירושלים	3000
מירסקי יצחק 10	827.1	ירושלים	3000
מירסקי יצחק 10	827.2	ירושלים	3000
מירסקי יצחק 10	827.3	ירושלים	3000
מירסקי יצחק 10	827.4	ירושלים	3000
מירסקי יצחק 10	827.5	ירושלים	3000
מירסקי יצחק 10	827.6	ירושלים	3000
תירוש 561	831.0	ירושלים	3000
דבורה הנביאה 2	832.1	ירושלים	3000
דבורה הנביאה 2	832.2	ירושלים	3000
רפאל יצחק 4	852.1	ירושלים	3000
רפאל יצחק 4	852.2	ירושלים	3000
אביגור שאול 7	854.1	ירושלים	3000
אביגור שאול 7	854.2	ירושלים	3000
אביגור שאול 7	854.3	ירושלים	3000
אביגור שאול 7	854.4	ירושלים	3000
הרב ניסים יצחק 3	855.1	ירושלים	3000
הרב ניסים יצחק 3	855.2	ירושלים	3000
הרב ניסים יצחק 3	855.3	ירושלים	3000
הרב ניסים יצחק 3	855.4	ירושלים	3000
אביגור שאול 9	857.1	ירושלים	3000
אביגור שאול 9	857.2	ירושלים	3000
אביגור שאול 9	857.3	ירושלים	3000
אביגור שאול 9	857.4	ירושלים	3000
אביגור שאול 9	857.5	ירושלים	3000
קורן אליהו 18	859.1	ירושלים	3000
קורן אליהו 18	859.2	ירושלים	3000
קורן אליהו 18	859.3	ירושלים	3000
קורן אליהו 18	859.4	ירושלים	3000
קורן אליהו 18	859.5	ירושלים	3000
יוסי בן יועזר 24	862.1	ירושלים	3000
יוסי בן יועזר 24	862.2	ירושלים	3000
יוסי בן יועזר 24	862.3	ירושלים	3000
יוסי בן יועזר 24	862.4	ירושלים	3000
"בית""ר 8"	870.0	ירושלים	3000
תירוש 9	964.1	ירושלים	3000
תירוש 9	964.2	ירושלים	3000
תירוש 9	964.3	ירושלים	3000
תירוש 9	964.4	ירושלים	3000
תירוש 9	964.5	ירושלים	3000
תירוש 9	964.6	ירושלים	3000
מוצא תחתית 1 א	967.0	ירושלים	3000
שד דיין משה 135	969.0	ירושלים	3000
הרב קלכהיים עוזי 1	974.1	ירושלים	3000
הרב קלכהיים עוזי 1	974.2	ירושלים	3000
הרב קלכהיים עוזי 1	974.3	ירושלים	3000
מחנה פליטים קלנדיה	994.0	ירושלים	3000
רמת רחל	1.0	רמת רחל	127
דרך השלום	1.1	אבו גוש	472
דרך השלום	1.2	אבו גוש	472
דרך השלום	1.3	אבו גוש	472
דרך השלום	3.0	אבו גוש	472
התמר 2	4.1	אבו גוש	472
התמר 2	4.2	אבו גוש	472
התמר 2	4.3	אבו גוש	472
דרך השלום	5.0	אבו גוש	472
דרך השלום	8.0	אבו גוש	472
אביעזר	1.0	אביעזר	1070
אבן ספיר	1.0	אבן ספיר	783
אדורה	1.0	אדורה	3759
אדרת	1.0	אדרת	1123
אורה	1.0	אורה	780
אורה	2.0	אורה	780
מעלה מיכאל	2.1	אלון שבות	3604
מעלה מיכאל	2.2	אלון שבות	3604
מעלה מיכאל	2.3	אלון שבות	3604
מגיני הגוש	3.1	אלון שבות	3604
מגיני הגוש	3.2	אלון שבות	3604
אלמוג	1.0	אלמוג	3556
מתתיהו 4	1.1	אלעזר	3618
מתתיהו 4	1.2	אלעזר	3618
מתתיהו 4	1.3	אלעזר	3618
אספר	1.0	אספר	3754
התאנה	2.1	אפרת	3650
התאנה	2.2	אפרת	3650
התאנה	2.3	אפרת	3650
הגפן	4.0	אפרת	3650
הגפן	5.1	אפרת	3650
הגפן	5.2	אפרת	3650
שיבת ציון	7.1	אפרת	3650
שיבת ציון	7.2	אפרת	3650
שיבת ציון	7.3	אפרת	3650
זית שמן	9.1	אפרת	3650
זית שמן	9.2	אפרת	3650
חנה 3	10.0	אפרת	3650
חנה 3	11.0	אפרת	3650
מוריה	13.1	אפרת	3650
מוריה	13.2	אפרת	3650
מוריה	13.3	אפרת	3650
אשתאול	1.1	אשתאול	740
אשתאול	1.2	אשתאול	740
בית אל	1.1	בית אל	3574
בית אל	1.2	בית אל	3574
בית אל	1.3	בית אל	3574
מבוא התקומה	4.1	בית אל	3574
מבוא התקומה	4.2	בית אל	3574
מבוא התקומה	4.3	בית אל	3574
בית הערבה	1.0	בית הערבה	3645
האגם	1.0	בית זית	710
האגם	2.0	בית זית	710
בית חורון	1.1	בית חורון	3575
בית חורון	1.2	בית חורון	3575
בית מאיר	1.0	בית מאיר	751
בית נקופה	1.0	בית נקופה	672
המעפילים 2	2.1	בית שמש	2610
המעפילים 2	2.2	בית שמש	2610
רביצקי 1	8.1	בית שמש	2610
רביצקי 1	8.2	בית שמש	2610
רביצקי 1	8.3	בית שמש	2610
רבנו חיים הלוי 1	11.0	בית שמש	2610
הנורית 16	12.1	בית שמש	2610
הנורית 16	12.2	בית שמש	2610
הנורית 16	12.3	בית שמש	2610
הנורית 16	12.4	בית שמש	2610
הנרקיס 140	15.1	בית שמש	2610
הנרקיס 140	15.2	בית שמש	2610
הרקפת 59	16.1	בית שמש	2610
הרקפת 59	16.2	בית שמש	2610
הרקפת 59	16.3	בית שמש	2610
הרקפת 59	16.4	בית שמש	2610
הרקפת 59	16.5	בית שמש	2610
בן אליעזר 7	18.0	בית שמש	2610
בן זאב יהודה 3	19.1	בית שמש	2610
בן זאב יהודה 3	19.2	בית שמש	2610
בן זאב יהודה 3	19.3	בית שמש	2610
בן זאב יהודה 3	19.4	בית שמש	2610
בן זאב יהודה 3	19.5	בית שמש	2610
רזיאל דוד	20.0	בית שמש	2610
רזיאל דוד	23.0	בית שמש	2610
הרב הרצוג 51	24.1	בית שמש	2610
הרב הרצוג 51	24.2	בית שמש	2610
הרב הרצוג 51	24.3	בית שמש	2610
הרב הרצוג 51	24.4	בית שמש	2610
הרב הרצוג 51	24.5	בית שמש	2610
הגולן 16	26.1	בית שמש	2610
הגולן 16	26.2	בית שמש	2610
רזיאל דוד	27.0	בית שמש	2610
רזיאל דוד	28.0	בית שמש	2610
בן אליעזר 7	29.0	בית שמש	2610
נחל עין גדי 39	30.0	בית שמש	2610
דרך רבין יצחק 21	32.0	בית שמש	2610
הגולן 16 א	33.1	בית שמש	2610
הגולן 16 א	33.2	בית שמש	2610
רבנו חיים הלוי 1	34.0	בית שמש	2610
הגפן 32	37.1	בית שמש	2610
הגפן 32	37.2	בית שמש	2610
אמרי נועם 1	38.1	בית שמש	2610
אמרי נועם 1	38.2	בית שמש	2610
אמרי נועם 1	38.3	בית שמש	2610
אמרי נועם 1	38.4	בית שמש	2610
אמרי נועם 1	38.5	בית שמש	2610
בן אליעזר 7	40.0	בית שמש	2610
דרך רבין יצחק 21	41.0	בית שמש	2610
הרצל	43.1	בית שמש	2610
הרצל	43.2	בית שמש	2610
הרצל	43.3	בית שמש	2610
הרצל	43.4	בית שמש	2610
הרצל	43.5	בית שמש	2610
רזיאל דוד	45.0	בית שמש	2610
בן אליעזר 7	46.0	בית שמש	2610
יואל הנביא 5	47.1	בית שמש	2610
יואל הנביא 5	47.2	בית שמש	2610
נחל שורק 13	50.0	בית שמש	2610
נהר הירקון 40	51.1	בית שמש	2610
נהר הירקון 40	51.2	בית שמש	2610
"האדמו""ר מבעלזא 2"	56.1	בית שמש	2610
"האדמו""ר מבעלזא 2"	56.2	בית שמש	2610
"האדמו""ר מבעלזא 2"	56.3	בית שמש	2610
"האדמו""ר מבעלזא 2"	56.4	בית שמש	2610
"האדמו""ר מבעלזא 2"	56.5	בית שמש	2610
"ריב""ל 37"	58.1	בית שמש	2610
"ריב""ל 37"	58.2	בית שמש	2610
בן עזאי 12	63.0	בית שמש	2610
נחל שורק 13	64.0	בית שמש	2610
נחל רפאים 17	65.1	בית שמש	2610
נחל רפאים 17	65.2	בית שמש	2610
נחל רפאים 17	65.3	בית שמש	2610
נחל רפאים 17	65.4	בית שמש	2610
נחל שורק 8	66.1	בית שמש	2610
נחל שורק 8	66.2	בית שמש	2610
נחל שורק 8	66.3	בית שמש	2610
נחל דולב 14	69.1	בית שמש	2610
נחל דולב 14	69.2	בית שמש	2610
נחל דולב 14	69.3	בית שמש	2610
נחל דולב 14	69.4	בית שמש	2610
בן עזאי 12	70.0	בית שמש	2610
נחל עין גדי 56	80.1	בית שמש	2610
נחל עין גדי 56	80.2	בית שמש	2610
נחל עין גדי 56	80.3	בית שמש	2610
נחל שורק 13	81.0	בית שמש	2610
רבנו חיים הלוי 1	83.0	בית שמש	2610
רבי צדקה יהודה 10	85.1	בית שמש	2610
רבי צדקה יהודה 10	85.2	בית שמש	2610
רבי צדקה יהודה 10	85.3	בית שמש	2610
רבי צדקה יהודה 10	85.4	בית שמש	2610
רבי צדקה יהודה 10	85.5	בית שמש	2610
רבי צדקה יהודה 10	85.6	בית שמש	2610
רבי מאיר בעל הנס 8	86.1	בית שמש	2610
רבי מאיר בעל הנס 8	86.2	בית שמש	2610
רבי מאיר בעל הנס 8	86.3	בית שמש	2610
רבי מאיר בעל הנס 8	86.4	בית שמש	2610
אחיה השילוני 9	87.1	בית שמש	2610
אחיה השילוני 9	87.2	בית שמש	2610
אחיה השילוני 9	87.3	בית שמש	2610
אחיה השילוני 9	87.4	בית שמש	2610
אחיה השילוני 9	87.5	בית שמש	2610
יונה בן אמיתי 4	88.1	בית שמש	2610
יונה בן אמיתי 4	88.2	בית שמש	2610
יונה בן אמיתי 4	88.3	בית שמש	2610
גור אריה 7	91.1	בית שמש	2610
גור אריה 7	91.2	בית שמש	2610
גור אריה 7	91.3	בית שמש	2610
נחל דולב 16	93.1	בית שמש	2610
נחל דולב 16	93.2	בית שמש	2610
נחל דולב 16	93.3	בית שמש	2610
נחל גילה 10	94.1	בית שמש	2610
נחל גילה 10	94.2	בית שמש	2610
נחל גילה 10	94.3	בית שמש	2610
בן עזאי 12	96.0	בית שמש	2610
רבי מאיר בעל הנס 2	102.1	בית שמש	2610
רבי מאיר בעל הנס 2	102.2	בית שמש	2610
רבי מאיר בעל הנס 2	102.3	בית שמש	2610
רבי מאיר בעל הנס 2	102.4	בית שמש	2610
עלית הנוער 2	107.1	בית שמש	2610
עלית הנוער 2	107.2	בית שמש	2610
עלית הנוער 2	107.3	בית שמש	2610
עלית הנוער 2	107.4	בית שמש	2610
עלית הנוער 2	107.5	בית שמש	2610
נחל שורק 15	108.1	בית שמש	2610
נחל שורק 15	108.2	בית שמש	2610
נחל שורק 15	108.3	בית שמש	2610
"סמ ויצ""ו 16"	950.1	בית שמש	2610
"סמ ויצ""ו 16"	950.2	בית שמש	2610
"סמ ויצ""ו 16"	950.3	בית שמש	2610
אלעזר המודעי 21	2.1	ביתר עילית	3780
אלעזר המודעי 21	2.2	ביתר עילית	3780
רבי נחמן מברסלב 2	3.0	ביתר עילית	3780
רבי נחמן מברסלב 2	4.0	ביתר עילית	3780
הרב אוירבך 13	5.1	ביתר עילית	3780
הרב אוירבך 13	5.2	ביתר עילית	3780
הרב אוירבך 13	5.3	ביתר עילית	3780
הרב אוירבך 13	5.4	ביתר עילית	3780
איגרות משה 14	6.1	ביתר עילית	3780
איגרות משה 14	6.2	ביתר עילית	3780
איגרות משה 14	6.3	ביתר עילית	3780
רבי נחמן מברסלב 2	7.0	ביתר עילית	3780
הרב בנדר 5	16.0	ביתר עילית	3780
הרב בנדר 5	17.0	ביתר עילית	3780
קדושת לוי 59	19.1	ביתר עילית	3780
קדושת לוי 59	19.2	ביתר עילית	3780
קדושת לוי 59	19.3	ביתר עילית	3780
קדושת לוי 59	19.4	ביתר עילית	3780
החוזה מלובלין	24.1	ביתר עילית	3780
החוזה מלובלין	24.2	ביתר עילית	3780
החוזה מלובלין	24.3	ביתר עילית	3780
הרבי מזוועהיל 10	27.1	ביתר עילית	3780
הרבי מזוועהיל 10	27.2	ביתר עילית	3780
הרבי מזוועהיל 10	27.3	ביתר עילית	3780
הרבי מזוועהיל 10	27.4	ביתר עילית	3780
הרבי מזוועהיל 10	27.5	ביתר עילית	3780
רבי נחמן מברסלב 2	28.0	ביתר עילית	3780
אלעזר המודעי 23	33.1	ביתר עילית	3780
אלעזר המודעי 23	33.2	ביתר עילית	3780
אלעזר המודעי 23	33.3	ביתר עילית	3780
אלעזר המודעי 23	33.4	ביתר עילית	3780
אלעזר המודעי 23	33.5	ביתר עילית	3780
קדושת לוי 64	36.1	ביתר עילית	3780
קדושת לוי 64	36.2	ביתר עילית	3780
קדושת לוי 64	36.3	ביתר עילית	3780
קדושת לוי 64	36.4	ביתר עילית	3780
רבי נחמן מברסלב 2	37.0	ביתר עילית	3780
הרב בנדר 5	41.0	ביתר עילית	3780
כנסת מרדכי 8	42.1	ביתר עילית	3780
כנסת מרדכי 8	42.2	ביתר עילית	3780
כנסת מרדכי 8	42.3	ביתר עילית	3780
כנסת מרדכי 8	42.4	ביתר עילית	3780
כנסת מרדכי 8	42.5	ביתר עילית	3780
כנסת מרדכי 8	42.6	ביתר עילית	3780
פחד יצחק 30	43.1	ביתר עילית	3780
פחד יצחק 30	43.2	ביתר עילית	3780
פחד יצחק 30	43.3	ביתר עילית	3780
פחד יצחק 30	43.4	ביתר עילית	3780
פחד יצחק 30	43.5	ביתר עילית	3780
פחד יצחק 30	43.6	ביתר עילית	3780
פחד יצחק 30	43.7	ביתר עילית	3780
בקוע	1.0	בקוע	864
בר גיורא	1.0	בר גיורא	823
בת עין	1.0	בת עין	3794
בת עין	2.0	בת עין	3794
סביון	1.0	גבע בנימין	3763
כלנית 2	5.1	גבע בנימין	3763
כלנית 2	5.2	גבע בנימין	3763
כלנית 2	5.3	גבע בנימין	3763
כלנית 2	5.4	גבע בנימין	3763
